doi,url,type,title,authors,author_count,year,journal,publisher,abstract,subjects,reference_count,cited_by_count,references,month
10.52851/cakrawala.v6i3.237,https://doi.org/10.52851/cakrawala.v6i3.237,journal-article,Service Time Improvement Proposition For Insurance Customer Operation At Bpjs Kesehatan West Bandung Office: A Discrete Event Simulation Approach,Rizka Utami Sri Hajarismala; Meditya Wasesa,2,2023,Cakrawala Repositori IMWI,Institut Manajemen Wiyata Indonesia,"<jats:p>BPJS Kesehatan is one of the public legal entities in Indonesia and provides public services to the public, one of which is the administration process service and the provision of face-to-face information directly to the nearest BPJS Kesehatan office. The Customer Satisfaction Index is an assessment of whether the services provided by BPJS Kesehatan are in accordance with participants' expectations. To create excellent service for participants, BPJS Kesehatan refers to 5 dimensions of service quality, namely Tangibility, Empathy, Responsiveness, Reliability, and Assurance. One of the face-to-face service problems faced by BPJS Kesehatan West Bandung Office every day is the waiting time and long queues. This problem was even listed on the Customer Satisfaction Index as one of the participants' dissatisfaction points. To find out what causes long queues and the long waiting time for participants, interviews, and observations of conditions in the field are needed. This can be searched in a structured manner using Fishbone Analysis. To help find solutions to these problems, we use Discrete Event Simulation in the Anylogic application to analyze the existing service conditions and find alternative solutions to solve the issue. As a result, we propose several alternative operational scenarios and define the best scenario that can be applied to increase CSI and reduce participant complaints about waiting times and long queues.</jats:p>",,0,0,0,7.0
10.2139/ssrn.5364671,https://doi.org/10.2139/ssrn.5364671,posted-content,Enhancing Customer Retention Forecasting through Hybrid DeepFM Models with Adaptive Meta-Learning Modules,Harry Wilson,1,2025,,Elsevier BV,,,41,0,41,7.0
10.1109/icitisee57756.2022.10057835,https://doi.org/10.1109/icitisee57756.2022.10057835,proceedings-article,Time Series Forecasting for Double Seasonal Event: A Simulation Study Approach,R. Mohamad Atok; Prilyandari Dina Saputri; Pratnya Paramitha Oktaviana,3,2022,"2022 6th International Conference on Information Technology, Information Systems and Electrical Engineering (ICITISEE)",IEEE,,,11,0,11,12.0
10.1109/maris64137.2025.11139568,https://doi.org/10.1109/maris64137.2025.11139568,proceedings-article,Head-Worn Augmented Reality for Real-Time Navigation Assistance and Event Forecasting in Maritime Operations,Georgios Lamprinakis; Ioannis Safranoglou; Georgios Grigoropoulos; Katerina Mania,4,2025,2025 Symposium on Maritime Informatics and Robotics (MARIS),IEEE,,,30,0,30,6.0
10.1109/access.2020.3007163,https://doi.org/10.1109/access.2020.3007163,journal-article,Multi-Step Short-Term Power Consumption Forecasting Using Multi-Channel LSTM With Time Location Considering Customer Behavior,Xiaorui Shao; Chang Soo Kim,2,2020,IEEE Access,Institute of Electrical and Electronics Engineers (IEEE),,,34,55,34,
10.1109/iconstem65670.2025.11374866,https://doi.org/10.1109/iconstem65670.2025.11374866,proceedings-article,Deep Neural Networks for Real-Time Customer Retention Forecasting in Digital Banking Platforms,Asif Perwej; B. R. Supreeth; Pooja Chopra; Aabid Mushtaq Najar; G. Manikandan; Mohit Tiwari,6,2025,2025 Tenth International Conference on Science Technology Engineering and Mathematics (ICONSTEM),IEEE,,,16,0,16,11.0
10.1504/ijbfmi.2024.10066701,https://doi.org/10.1504/ijbfmi.2024.10066701,journal-article,Do Customer Demographics have any Relationship with the Customer Engagement Construct,Uday Bhale,1,2024,International Journal of Business Forecasting and Marketing Intelligence,Inderscience Publishers,,,0,0,0,
10.63282/3050-9416.ijaibdcms-v6i4p111,https://doi.org/10.63282/3050-9416.ijaibdcms-v6i4p111,journal-article,Salesforce CRM Framework for Real Time DeFi Portfolio Intelligence and Customer Engagement Forecasting in Web3 Based Decentralized Finance Ecosystems Using ML Techniques,Achuta Krishna Kishore Varma Alluri,1,2025,"International Journal of AI, BigData, Computational and Management Studies",ScienceTech Xplore,,,0,0,0,
10.1201/9781003102281-11,https://doi.org/10.1201/9781003102281-11,book-chapter,Fuzzy Time Series Techniques for Forecasting,Alisha Mittal; Baishali Mishra,2,2021,Recent Advances in Time Series Forecasting,CRC Press,,,0,0,0,7.0
10.1007/978-3-030-89022-3_5,https://doi.org/10.1007/978-3-030-89022-3_5,book-chapter,Process Model Forecasting Using Time Series Analysis of Event Sequence Data,Johannes De Smedt; Anton Yeshchenko; Artem Polyvyanyy; Jochen De Weerdt; Jan Mendling,5,2021,Lecture Notes in Computer Science,Springer International Publishing,,,32,6,32,
10.3390/forecast7030041,https://doi.org/10.3390/forecast7030041,journal-article,SegmentedCrossformer—A Novel and Enhanced Cross-Time and Cross-Dimensional Transformer for Multivariate Time Series Forecasting,Zijiang Yang; Tad Gonsalves,2,2025,Forecasting,MDPI AG,"<jats:p>Multivariate Time Series Forecasting (MTSF) has been innovated with a series of models in the last two decades, ranging from traditional statistical approaches to RNN-based models. However, recent contributions from deep learning to time series problems have made huge progress with a series of Transformer-based models. Despite the breakthroughs by attention mechanisms applied to deep learning areas, many challenges remain to be solved with more sophisticated models. Existing Transformers known as attention-based models outperform classical models with abilities to capture temporal dependencies and better strategies for learning dependencies among variables as well as in the time domain in an efficient manner. Aiming to solve those issues, we propose a novel Transformer—SegmentedCrossformer (SCF), a Transformer-based model that considers both time and dependencies among variables in an efficient manner. The model is built upon the encoder–decoder architecture in different scales and compared with the previous state of the art. Experimental results on different datasets show the effectiveness of SCF with unique advantages and efficiency.</jats:p>",,33,0,33,8.0
10.1016/b978-0-12-821353-7.00004-1,https://doi.org/10.1016/b978-0-12-821353-7.00004-1,book-chapter,Dedication,,0,2020,Supervised Machine Learning in Wind Forecasting and Ramp Event Prediction,Elsevier,,,0,0,0,
10.1016/b978-0-12-821353-7.00003-x,https://doi.org/10.1016/b978-0-12-821353-7.00003-x,book-chapter,Copyright,,0,2020,Supervised Machine Learning in Wind Forecasting and Ramp Event Prediction,Elsevier,,,0,0,0,
10.1016/b978-0-12-821353-7.00011-9,https://doi.org/10.1016/b978-0-12-821353-7.00011-9,book-chapter,Acronyms,,0,2020,Supervised Machine Learning in Wind Forecasting and Ramp Event Prediction,Elsevier,,,0,0,0,
10.1016/b978-0-12-821353-7.00010-7,https://doi.org/10.1016/b978-0-12-821353-7.00010-7,book-chapter,Acknowledgments,,0,2020,Supervised Machine Learning in Wind Forecasting and Ramp Event Prediction,Elsevier,,,0,0,0,
10.1016/j.ijforecast.2019.08.012,https://doi.org/10.1016/j.ijforecast.2019.08.012,journal-article,Forecasting third-party mobile payments with implications for customer flow prediction,Shaohui Ma; Robert Fildes,2,2020,International Journal of Forecasting,Elsevier BV,,,68,33,68,7.0
10.1201/9781003102281-9,https://doi.org/10.1201/9781003102281-9,book-chapter,Time Series Forecasting Using Support Vector Machines,V. Kumar; S. Yadav,2,2021,Recent Advances in Time Series Forecasting,CRC Press,,,0,1,0,7.0
10.1037/t87485-000,https://doi.org/10.1037/t87485-000,dataset,"Employer Event Communication, Customer Demandingness, and Salesperson Resilience--Model",Tuan Trong Luu,1,2023,PsycTESTS Dataset,American Psychological Association (APA),,,0,0,0,1.0
10.46799/ijssr.v5i2.1192,https://doi.org/10.46799/ijssr.v5i2.1192,journal-article,THE ROLE OF CUSTOMER PARTICIPATION AND CUSTOMER DYNAMICS IN SHAPING CUSTOMER LOYALTY IN DIGITAL EVENT SERVICES,Syifa Fakhirah Daviana; Nila Armelia Windasari; Nita Garnida,3,2025,International Journal of Social Service and Research,Ridwan Institute,"<jats:p>The shift towards digital event services has been significantly accelerated by the COVID-19 pandemic, creating a highly competitive landscape where customer loyalty is pivotal. This study aims to analyze the factors influencing customer loyalty in digital event services, focusing on the roles of customer dynamics and behavioral intention. This research uses a quantitative method approach, which is applied to test the causal relationship among variables such as customer participation, behavioral intentions, customer dynamics, customer experience, and customer loyalty. A large scale of survey was conducted to 285 clients of digital event services using a structured 5-point Likert scale questionnaire. The data were analyzed using Structural Equation Modeling (SEM). The findings reveal that customer participation significantly influence customer dynamics, which mediates the relationship between customer experience and loyalty. While customer dynamics has a positive impact on loyalty, certain aspects of customer experience showed an unexpected negative relationship with loyalty. These findings emphasize the importance of understanding customer expectations and adapting services to align with their evolving preferences. This research provides practical recommendations for digital event service providers to enhance customer loyalty by leveraging personalized experiences and technology-driven strategies. Companies should focus on fostering dynamic customer interactions and aligning their services with customer expectations to build stronger, long-term relationships.</jats:p>",,0,0,0,2.0
10.3390/forecast6010011,https://doi.org/10.3390/forecast6010011,journal-article,A Composite Tool for Forecasting El Niño: The Case of the 2023–2024 Event,Costas Varotsos; Nicholas V. Sarlis; Yuri Mazei; Damir Saldaev; Maria Efstathiou,5,2024,Forecasting,MDPI AG,"<jats:p>Remotely sensed data play a crucial role in monitoring the El Niño/La Niña Southern Oscillation (ENSO), which is an oceanic-atmospheric phenomenon occurring quasi-periodically with several impacts worldwide, such as specific biological and global climate responses. Since 1980, Earth has witnessed three strong ENSO events (1982–1983, 1997–1998, 2015–2016). In September 2022, La Niña entered its third year and was unlikely to continue through 2024. Instead, since 2022, forecasts have pointed to a transition from La Niña to a Neutral phase in the summer or late 2023. The onset of El Niño occurred around April 2023, and it is anticipated by sophisticated models to be a strong event through the Northern Hemisphere winter (December 2023–February 2024). The aim of this study is to demonstrate the ability of the combination of two new methods to improve the accuracy of the above claim because El Niño apart from climate anomalies, significantly impacts Earth’s ecosystems and human societies, regulating the spread of diseases by insects (e.g., malaria and dengue fever), and influencing nutrients, phytoplankton biomass, and primary productivity. This is done by exploring first the previous major El Niño events in the period January 1876–July 2023. Our calculations show that the ongoing 2023–2024 El Niño will not be the strongest.</jats:p>",,46,18,46,3.0
10.1002/9781119682394.ch1,https://doi.org/10.1002/9781119682394.ch1,other,Overview of Time Series Forecasting,,0,2020,Machine Learning for Time Series Forecasting with Python®,Wiley,,,0,4,0,12.0
10.32614/cran.package.ngboostforecast,https://doi.org/10.32614/cran.package.ngboostforecast,dataset,ngboostForecast: Probabilistic Time Series Forecasting,Resul Akay,1,2022,CRAN: Contributed Packages,The R Foundation,,,0,0,0,3.0
10.1201/9781003102281-6,https://doi.org/10.1201/9781003102281-6,book-chapter,Deep Learning Approaches to Time Series Forecasting,Abhishek Sharma; Sachin Kumar Jain,2,2021,Recent Advances in Time Series Forecasting,CRC Press,,,0,5,0,7.0
10.54660/.ijmrge.2020.1.1.168-172,https://doi.org/10.54660/.ijmrge.2020.1.1.168-172,journal-article,Analyzing the Impact of Economic Events on Customer Spending and Loan Behavior in Retail Banking: A Time-Series Forecasting and Regression Approach,Preetham Reddy Kaukuntla,1,2020,International Journal of Multidisciplinary Research and Growth Evaluation,Anfo Publication House,"<jats:p>This research investigates whether economic events have an impact on expenditure and loan behavior among customers through time-series forecasting and regression analysis in the retail banking business. Based on economic data, including inflation rates and unemployment rates, as well as interest rate changes, the influence of such events on consumer behavior regarding finance, especially towards spending patterns and loan acquisition is analyzed. A time-series model is applied to forecast the future actions of customers using past economic situations, while regression analysis studies how economic indicators relate to the behaviors of loans. This study has established a macroeconomic variable that relates to customer's financial activities, thus leading to implications for retail bank strategies. The paper, therefore, concludes with recommendations from retail banks on adapting to changing economic situations to optimize customers' engagement and financial products.</jats:p>",,0,0,0,
10.1016/b978-0-12-821353-7.00022-3,https://doi.org/10.1016/b978-0-12-821353-7.00022-3,book-chapter,Index,,0,2020,Supervised Machine Learning in Wind Forecasting and Ramp Event Prediction,Elsevier,,,0,0,0,
10.2139/ssrn.5597610,https://doi.org/10.2139/ssrn.5597610,posted-content,AirWise: Event-Aware PM 2.5 Forecasting for Urban Mumbai using Machine Learning,Aadyant Singh,1,2025,,Elsevier BV,,,0,0,0,11.0
10.1016/b978-0-12-821353-7.00014-4,https://doi.org/10.1016/b978-0-12-821353-7.00014-4,book-chapter,Paradigms in wind forecasting,Harsh S. Dhiman; Dipankar Deb; Valentina Emilia Balas,3,2020,Supervised Machine Learning in Wind Forecasting and Ramp Event Prediction,Elsevier,,,28,17,28,
10.1016/b978-0-12-821353-7.00020-x,https://doi.org/10.1016/b978-0-12-821353-7.00020-x,book-chapter,Epilogue,,0,2020,Supervised Machine Learning in Wind Forecasting and Ramp Event Prediction,Elsevier,,,3,0,3,
10.1002/9781119682394.ch6,https://doi.org/10.1002/9781119682394.ch6,other,Model Deployment for Time Series Forecasting,,0,2020,Machine Learning for Time Series Forecasting with Python®,Wiley,,,0,3,0,12.0
10.1016/b978-0-12-821353-7.00008-9,https://doi.org/10.1016/b978-0-12-821353-7.00008-9,book-chapter,Biography,,0,2020,Supervised Machine Learning in Wind Forecasting and Ramp Event Prediction,Elsevier,,,0,0,0,
10.1016/b978-0-12-821353-7.00005-3,https://doi.org/10.1016/b978-0-12-821353-7.00005-3,book-chapter,Contents,,0,2020,Supervised Machine Learning in Wind Forecasting and Ramp Event Prediction,Elsevier,,,0,0,0,
10.31234/osf.io/8yf9e,https://doi.org/10.31234/osf.io/8yf9e,posted-content,Psychological Profiling and Event Forecasting Using Computational Language Analysis,Ryan L. Boyd; Paul Kapoor,2,2021,,Center for Open Science,"<p>Psychologists have long believed that we can discern what makes a person tick by analysing their language. The modern study of language has become a highly sophisticated area of research that leverages computational modelling, objective measures of language, and extensive empirical rigor. The links between a person’s mental processes and the words that they say or write have been extensivelystudied, validated, and applied to fields as diverse as computer science, medicine, sociology, and anthropology, to name just a few. The ability to ‘get inside a person’s head’ by analysing their language patterns from a distance has tremendous appeal and several practical applications, ranging from the patently obvious to the surprisingly nuanced.</p>",,0,0,0,1.0
10.1007/979-8-8688-1276-7_7,https://doi.org/10.1007/979-8-8688-1276-7_7,book-chapter,MOIRAI: A Time Series LLM for Universal Forecasting,Banglore Vijay Kumar Vishwas; Sri Ram Macharla,2,2025,Time Series Forecasting Using Generative AI,Apress,,,1,0,1,
10.37547/tajet/volume07issue12-10,https://doi.org/10.37547/tajet/volume07issue12-10,journal-article,Event-Driven Architecture for Customer Engagement Automation and Secure Multi-Cloud Data Exchange in Salesforce.,Sathishkumar Periyasamy,1,2025,The American Journal of Engineering and Technology,The USA Journals,"<jats:p>Event-driven architecture constitutes a software design paradigm through which systems establish communication channels and generate responses to modifications via event mechanisms, rather than depending upon direct synchronous request protocols such as Application Programming Interfaces. This architectural pattern possesses the capability to manage customer interaction activities at real-time scales and substantial operational volumes through the delivery of personalized, temporally appropriate, and contextually relevant engagements spanning multiple communication channels, including electronic mail, short message services, push notification systems, conversational interfaces, and social media platforms. Through decoupling of operational processes and enabling instantaneous communication pathways connecting Marketing Cloud, Sales Cloud, Service Cloud and other external cloud platforms like MuleSoft, Tableau, AWS, Azure, and Google Cloud Platform, organizations acquire the capacity to construct scalable workflow systems that generate automatic responses to customer behavioral actions, such as product viewing activities or shopping cart abandonment scenarios. The architectural framework produces measurable improvements in customer responsiveness metrics, diminishes requirements for manual follow-up procedures, and guarantees seamless coordination among organizational teams while avoiding the introduction of rigid coupling relationships between system components. When multiple systems, particularly cloud-based infrastructures, exchange information through Application Programming Interface channels involving sensitive customer information, payment transaction details, or critical business process data, securing these interfaces becomes paramount for protecting information assets, guaranteeing that exclusively authorized users and systems maintain access privileges, and preventing unauthorized exploitation. Secure multi-cloud exchange architectures can be designed employing OAuth 2.0 authentication frameworks, encryption protocol implementations, and event-based notification mechanisms while maintaining compliance with privacy regulatory frameworks such as the General Data Protection Regulation or the Health Insurance Portability and Accountability Act.</jats:p>",,0,0,0,12.0
10.1007/979-8-8688-1276-7_8,https://doi.org/10.1007/979-8-8688-1276-7_8,book-chapter,TimesFM: Time Series Forecasting Using Decoder-Only Foundation Model,Banglore Vijay Kumar Vishwas; Sri Ram Macharla,2,2025,Time Series Forecasting Using Generative AI,Apress,,,1,0,1,
10.22541/au.173929537.78892680/v1,https://doi.org/10.22541/au.173929537.78892680/v1,posted-content,LEVERAGING ARTIFICIAL INTELLIGENCE FOR CUSTOMER SEGMENTATION AND DEMAND FORECASTING IN THE CAR RENTAL INDUSTRY,Obumeneme Ukandu; Olamide Kalesanwo,2,2025,,Wiley,,,0,0,0,2.0
10.55057/ijbtm.2023.5.s1.12,https://doi.org/10.55057/ijbtm.2023.5.s1.12,journal-article,Exploring Hotel Facilities and Event Promotion in Influencing Customer Satisfaction with Event Design: Cases of 4 Star Hotel in Terengganu,,0,2023,International Journal of Business and Technology Management,Asian Scholars Network,"<jats:p>Post Pandemic witnessed that event management in Malaysian hotels is rising again. Among the popular events were weddings, corporate events, meetings, sports press conferences, seminars, conferences, training, social gatherings, and religious gatherings. However, to the researcher's knowledge, limited study has been found regarding customer satisfaction with event design specifically involving 4–5-star hotels. This study explores the influence of hotel facilities and event promotion on customer satisfaction at a 4-star hotel in Terengganu. This study utilized primary data collection with a qualitative method interviewing six (6) informants regarding hotel facilities and event promotion in influencing customer satisfaction. Findings indicated that hotel facilities and event promotion influenced customer satisfaction with the event design. This study contributes to new knowledge in Event Management Hospitality literature and is a foundation for future academicians/ researchers who would like to explore Event Management design. Suggestions for future research are also included to expand the study further.</jats:p>",,0,0,0,9.0
10.14428/esann/2025.es2025-158,https://doi.org/10.14428/esann/2025.es2025-158,proceedings-article,Investigating four deep learning approaches as candidates for unified models in time series forecasting and event prediction: application in anesthesia training,Quentin Victor; Ianis Clavier; Hugo Boisaubert; Fabien Picarougne; Corinne Lejus-Bourdeau; Christine Sinoquet,6,2025,ESANN 2025 proceesdings,Ciaco - i6doc.com,,,0,0,0,
10.3390/forecast2030017,https://doi.org/10.3390/forecast2030017,journal-article,Bus Travel Time: Experimental Evidence and Forecasting,Antonio Comi; Antonio Polimeni,2,2020,Forecasting,MDPI AG,"<jats:p>Bus travel time analysis plays a key role in transit operation planning, and methods are needed for investigating its variability and for forecasting need. Nowadays, telematics is opening up new opportunities, given that large datasets can be gathered through automated monitoring, and this topic can be studied in more depth with new experimental evidence. The paper proposes a time-series-based approach for travel time forecasting, and data from automated vehicle monitoring (AVM) of bus lines sharing the road lanes with other traffic in Rome (Italy) and Lviv (Ukraine) are used. The results show the goodness of such an approach for the analysis and reliable forecasts of bus travel times. The similarities and dissimilarities in terms of travel time patterns and city structure were also pointed out, showing the need to take them into account when developing forecasting methods.</jats:p>",,62,11,62,8.0
10.2307/jj.14335363.4,https://doi.org/10.2307/jj.14335363.4,book-chapter,Preface:,Peter Fader,1,2024,The Customer Centricity Ebook Collection,Wharton School Press,,,0,0,0,7.0
10.32604/cmc.2024.052323,https://doi.org/10.32604/cmc.2024.052323,journal-article,Dynamic Forecasting of Traffic Event Duration in Istanbul: A Classification Approach with Real-Time Data Integration,Mesut Ulu; Yusuf Sait Türkan; Kenan Mengüç; Ersin Namlı; Tarık Küçükdeniz,5,2024,"Computers, Materials &amp; Continua",Tech Science Press,,,61,1,61,
10.2139/ssrn.5317150,https://doi.org/10.2139/ssrn.5317150,posted-content,Karma Flows -Black Swan Events and Interstate Conflict Artificial Intelligence Global Event Forecasting,Christoph Kohlhepp,1,2025,,Elsevier BV,,,0,0,0,6.0
10.1371/journal.pone.0287427,https://doi.org/10.1371/journal.pone.0287427,journal-article,Comparing different models to forecast the number of mass shootings in the United States: An application of forecasting rare event time series data,Xue Lei; Cameron A. MacKenzie,2,2023,PLOS ONE,Public Library of Science (PLoS),"<jats:p>The number of mass shootings in the United States has increased in the recent decades. Understanding the future risk of the mass shootings is critical for designing strategies to mitigate the risk of mass shootings, and part of understanding the future risk is to forecast the frequency or number of mass shootings in the future. Despite the increasing trend in mass shootings, they thankfully remain rare events with fewer than 10 mass shootings occurring in a single year. Limited historical data with substantial annual variability poses challenges to accurately forecasting rare events such as the number of mass shootings in the United States. Different forecasting models can be deployed to tackle this challenge. This article compares three forecasting models, a change-point model, a time series model, and a hybrid of a time series model with an artificial neural network model. Each model is applied to forecast the frequency of mass shootings. Comparing among results from these models reveals advantages and disadvantages of each model when forecasting rare events such as mass shootings. The hybrid ARIMA-ANN model can be tuned to follow variation in the data, but the pattern of the variation may not continue into the future. The mean of the change-point model and the ARIMA model exhibit much more less annual variation and are not influenced as much by the inclusion of a single data point. The insights generated from the comparison are beneficial for selecting the best model and accurately estimating the risk of mass shootings in the United States.</jats:p>",,97,3,97,6.0
10.1016/b978-0-12-821353-7.00002-8,https://doi.org/10.1016/b978-0-12-821353-7.00002-8,book-chapter,Front Matter,,0,2020,Supervised Machine Learning in Wind Forecasting and Ramp Event Prediction,Elsevier,,,0,0,0,
10.59646/edbookc21/009,https://doi.org/10.59646/edbookc21/009,book-chapter,Financial Forecasting with AI: Beyond Traditional Models,Dr Giriraj Kiradoo,1,2023,Predictive Analytics in E-Commerce: A Quantitative Approach to Optimizing Customer Experience,San International Scientific Publications,"<jats:p>This chapter explores the symbiotic relationship between artificial intelligence (AI) and the financial services industry, offering an in-depth analysis of the transformative impact of AI on banking, investment, and risk management. The convergence of algorithms and intelligence is examined, with a specific focus on generative AI and its applications in creating financial narratives and visual content. The chapter covers key AI technologies, including machine learning, deep learning, natural language processing, computer vision, and robotic process automation, elucidating their roles in various financial processes. Real-world examples from prominent institutions illustrate the practical applications of these technologies in areas such as financial forecasting, fraud detection, risk management, tax compliance, customer service, and financial education. Emphasizing the importance of high-quality and relevant data for effective AI models, the chapter delves into ethical and legal implications, challenges related to explainability and transparency. The chapter concludes by examining the future trajectory of AI and finance, capturing the industry’s digital renaissance and navigating the intricate balance between challenges and innovative solutions.</jats:p>",,0,0,0,3.0
10.1016/j.techfore.2021.121334,https://doi.org/10.1016/j.techfore.2021.121334,journal-article,"Digitalization, agility, and customer value in tourism",Elias Hadjielias; Michael Christofi; Prokopis Christou; Maria Hadjielia Drotarova,4,2022,Technological Forecasting and Social Change,Elsevier BV,,,146,132,146,2.0
10.1504/ijbfmi.2022.10050672,https://doi.org/10.1504/ijbfmi.2022.10050672,journal-article,RELIGIOSITY AND PRODUCT INVOLVEMENT OF ISLAMIC BANKING CUSTOMER AND NON-CUSTOMER,Noversyah Noversyah; E.S. Margianti; Hotniar Siringoringo,3,2022,International Journal of Business Forecasting and Marketing Intelligence,Inderscience Publishers,,,0,0,0,
10.1007/978-3-032-07465-2_6,https://doi.org/10.1007/978-3-032-07465-2_6,book-chapter,Customer Perceptions of Time as a Moment of Now,Sarah Evans-Howe,1,2025,The Role of Temporality in Customer Experience,Springer Nature Switzerland,,,52,0,52,
10.1002/for.3276,https://doi.org/10.1002/for.3276,journal-article,Real‐Time Forecasting Using Mixed‐Frequency VARs With Time‐Varying Parameters,Markus Heinrich; Magnus Reif,2,2025,Journal of Forecasting,Wiley,"<jats:title>ABSTRACT</jats:title><jats:p>This paper provides a detailed assessment of the real‐time forecast accuracy of a wide range of vector autoregressive models that allow for both structural change and indicators sampled at different frequencies. We extend the literature by evaluating a mixed‐frequency time‐varying parameter vector autoregressive model with stochastic volatility. Monte Carlo simulation shows that the novel model is well‐suited to estimate missing monthly observations in an environment that is subject to parameter instability. In a real‐time forecast exercise, the model delivers accurate now‐ and forecasts and, on average, outperforms its competitors. Particularly, inflation and unemployment rate forecasts are more precise.</jats:p>",,21,0,21,11.0
10.5040/9781474297530.0010,https://doi.org/10.5040/9781474297530.0010,other,Event,,0,2020,Branches,Bloomsbury Publishing Plc,,,0,0,0,
10.1007/978-3-032-07465-2_7,https://doi.org/10.1007/978-3-032-07465-2_7,book-chapter,Customer Perceptions of Time as a Memory or Vision,Sarah Evans-Howe,1,2025,The Role of Temporality in Customer Experience,Springer Nature Switzerland,,,41,0,41,
10.1002/9781119682394.ch5,https://doi.org/10.1002/9781119682394.ch5,other,Introduction to Neural Networks for Time Series Forecasting,,0,2020,Machine Learning for Time Series Forecasting with Python®,Wiley,,,0,0,0,12.0
10.1016/b978-0-12-821353-7.00017-x,https://doi.org/10.1016/b978-0-12-821353-7.00017-x,book-chapter,Hybrid machine intelligent wind speed forecasting models,Harsh S. Dhiman; Dipankar Deb; Valentina Emilia Balas,3,2020,Supervised Machine Learning in Wind Forecasting and Ramp Event Prediction,Elsevier,,,23,1,23,
10.4018/978-1-7998-4954-4.ch010,https://doi.org/10.4018/978-1-7998-4954-4.ch010,book-chapter,New Trends in Event Marketing,Remziye Ekici; Derya Toksoz,2,2021,"Advances in Marketing, Customer Relationship Management, and E-Services",IGI Global,"<jats:p>Event marketing has become an increasingly important role as a marketing tool for marketers. Nowadays, the ability of event marketing to provide deeper consumer participation with new, creative, unique, tailored, interactive, and compelling events attracts great interest among marketers. The enormous impact of digital development on our daily lives is now more important than ever. Digital technology, from a facial recognition app for easy recording to creating an event app or using virtual reality for realistic demonstrations, can help deliver a superior experience to participants. As key technological practices matured, a number of important trends and developments in event marketing emerged. The event industry enriches the experiences of the participants by using technological applications and creates new applications. All these activities that are vital to a successful event are an important part of the marketing function because event marketing strategy and planning is a whole with general event planning. </jats:p>",,107,4,107,
10.1016/j.techfore.2023.123083,https://doi.org/10.1016/j.techfore.2023.123083,journal-article,Implementing customer relationship management successfully: A configurational perspective,Björn Ivens; Kati Kasper-Brauer; Alexander Leischnig; Sabrina C. Thornton,4,2024,Technological Forecasting and Social Change,Elsevier BV,,,73,9,73,2.0
10.5194/ecss2025-267,https://doi.org/10.5194/ecss2025-267,posted-content,Tornadic Event in Portugal in March 2024: Synoptic environment and Forecasting,Pedro M. Sousa; Paulo Pinto,2,2025,,Copernicus GmbH,"<jats:p>On 28 March 2024, a significant convective weather event impacted Portugal, producing multiple reports of severe wind, including conformed tornadoes, one of them ocurring in the vicinity of Lisbon. This study provides a concise analysis of the synoptic and mesoscale conditions that led to the development of these phenomena. The environment was characterized by an unstable air mass, supported by favorable thermodynamic and dynamic parameters, such as elevated CAPE and storm-relative helicity, supporting the potential for tornadogenesis.Deterministic and ensemble numerical weather prediction (NWP) products from ECMWF and AROME models were used to assess precipitation patterns and wind gust forecasts. While ensemble outputs suggested potential for localized high-impact weather, there was substantial uncertainty regarding the intensity and spatial distribution of precipitation and maximum wind gusts. Mesoscale forecast products further supported the likelihood of severeweather, as predicted by forecasters in advance.We also present insights into the operational forecasting process at the time, such as weather bulletins and experimental nowcasting guidance for convective storms. Observations confirmed the occurrence of tornadoes in the Tagus estuary (close to Lisbon) and in Benaciate (Algarve), along with intense convective wind gusts in other locations. These observations aligned with the earlier model indications and operational forecasts, validating the usefulness of high-resolution ensemble forecasting and real-time convective diagnostics.In summary, and from an operational weather forecasting perspective, this case study illustrates the combined value of synoptic analysis, ensemble  prediction systems, and convective nowcasting tools for early detection and short-term forecasting of tornadic events in Portugal. It also emphasizes the critical importance of integrating deterministic forecasts with probabilistic guidance and observational confirmation, particularly in the context of high-impact but low-frequency events such as tornadoes.</jats:p>",,0,0,0,8.0
10.3727/152599525x17418287223200,https://doi.org/10.3727/152599525x17418287223200,journal-article,Sensory Experience and Customer Satisfaction at Sporting Events: A Psychological Segmentation Approach,Daigo Yazawa; Jaejin Lee,2,2025,Event Management,"Cognizant, LLC","<jats:p>This study examined whether individuals in distinct psychological connection stages have different levels of sensory experiences and whether the impact of sensory experiences on customer satisfaction differs across these stages. Three hundred and fifty-nine usable responses were obtained
 by deploying an online survey. Multivariate analysis of variance and hierarchical regression analyses were used to test the hypotheses. The results of the study show that there are differences in the level and impact of sensory experiences on customer satisfaction among the four groups of
 the psychological connection variable. Sensory experiences appear to be a strong driver of sport consumption for those with a weaker psychological connection with a sport team.</jats:p>",,37,0,37,9.0
10.1016/b978-0-12-821353-7.00007-7,https://doi.org/10.1016/b978-0-12-821353-7.00007-7,book-chapter,List of tables,,0,2020,Supervised Machine Learning in Wind Forecasting and Ramp Event Prediction,Elsevier,,,0,0,0,
10.2307/j.ctv14jx6sm.7,https://doi.org/10.2307/j.ctv14jx6sm.7,book-chapter,Forecasting,,0,2020,Time Series Analysis,Princeton University Press,,,0,0,0,9.0
10.1016/b978-0-12-821353-7.00006-5,https://doi.org/10.1016/b978-0-12-821353-7.00006-5,book-chapter,List of figures,,0,2020,Supervised Machine Learning in Wind Forecasting and Ramp Event Prediction,Elsevier,,,0,0,0,
