doi,title,authors,author_count,year,month,journal,publisher,abstract,subjects,type,url,source,relevance_score,relevance_flags
10.1007/978-3-031-35051-1,Machine Learning for Causal Inference,,0,2023,,,Springer International Publishing,,,book,https://doi.org/10.1007/978-3-031-35051-1,CrossRef,2,causal:causal inference
10.2139/ssrn.4540453,Uncovered Interest Rate Parity Around Macroeconomic and (Geo)Political Events: Evidence from Time-Varying Granger Causality Tests,Ioannis Korkos; Christina Anderl,2,2023,8.0,,Elsevier BV,,,posted-content,https://doi.org/10.2139/ssrn.4540453,CrossRef,2,causal:granger causality
10.33423/jaf.v23i6.6683,Panel Granger Causality Between Financial Development and Economic Growth,Cândida Ferreira,1,2023,12.0,Journal of Accounting and Finance,North American Business Press,"<jats:p>This paper uses panel Granger causality estimations with the approaches developed by Nair-Reichert and Weinhold (2001), and Bangake and Eggoh (2011) to analyse the causality relations between all the nine IMF financial development indices, and the real GDP growth considering a sample of 46 countries spread by all continents over the interval 1990-2017. The results revealed the dynamic character of these causality relations. Overall, no significant differences were found when comparing the results obtained for the financial institutions indices with those regarding the financial markets indices. The results confirm the existence of bidirectional causality, although not with the same statistical robustness for all the IMF indices addressing relevant aspects of financial development: access, depth, and efficiency of the financial institutions and markets.</jats:p>",,journal-article,https://doi.org/10.33423/jaf.v23i6.6683,CrossRef,2,causal:granger causality
10.7176/jesd/14-17-06,Seigniorage and Inflation in Nigeria: A Toda-Yamamoto Granger Causality Approach,,0,2023,11.0,Journal of Economics and Sustainable Development,"International Institute for Science, Technology and Education",,,journal-article,https://doi.org/10.7176/jesd/14-17-06,CrossRef,2,causal:granger causality
10.55248/gengpi.2023.31866,Area and Production of Peanuts in Tamil Nadu: The Granger Causality Approach,Dr. K. Abdul Rahim; Dr. P. Satheesh Kumarc,2,2023,3.0,International Journal of Research Publication and Reviews,Genesis Global Publication,,,journal-article,https://doi.org/10.55248/gengpi.2023.31866,CrossRef,2,causal:granger causality
10.21203/rs.3.rs-2563411/v1,The Structure of Public Education Expenditure and Economic Development: A Granger Causality Analysis,Zhao Longlong,1,2023,2.0,,Research Square Platform LLC,"<jats:title>Abstract</jats:title>
        <jats:p>Clarifying the Granger causal relationship between the structure of public education expenditure and economic development is an essential prerequisite for optimizing the structure of public education expenditure. Based on the time series data released by the World Bank, this article takes the structure of public education expenditure in Sweden, Denmark and France as the primary objects. With the help of the Granger causality test and the Pearson correlation coefficient, the Granger causal relationship between primary education expenditure, secondary education expenditure, tertiary education expenditure and economic development rate (annually) have been analyzed in detail. The correlation between various levels of public education expenditure is analyzed. Finally, particular policy suggestions were put forward to optimize the hierarchical structure of public education expenditure and perfect the national economic development.</jats:p>",,posted-content,https://doi.org/10.21203/rs.3.rs-2563411/v1,CrossRef,2,causal:granger causality
10.21203/rs.3.rs-3444189/v1,Transfer Entropy and Granger Causality in Real-world Telecommunication Networks,Roopesh Kumar Polaganga; Qilian Liang,2,2023,10.0,,Research Square Platform LLC,"<jats:title>Abstract</jats:title>
        <jats:p>Telecommunication networks are highly intricate, with numerous interacting components influenced by various known and unknown factors. Among these, Radio Access Networks (RANs) play a critical role in wireless communication. Unraveling causal relationships within such complex systems is essential for their improvement and optimization through statistical and data analysis techniques. This study pioneers the application of Transfer Entropy (TE) and Granger Causality (GC) to real-world telecommunication networks, marking the first exploration of these methods in this context. We assess their effectiveness in identifying relationships among key network attributes, offering insights for potential system optimization in practical scenarios. Furthermore, our research extends to a comparative analysis of TE and GC under varying network load conditions, utilizing live data collected from multiple base stations to uncover common patterns across identified network attributes.</jats:p>",,posted-content,https://doi.org/10.21203/rs.3.rs-3444189/v1,CrossRef,2,causal:granger causality
10.31234/osf.io/z9ne7,Quantifying evidence for---and against---Granger causality with Bayes factors,Zita Oravecz; Joachim Vandekerckhove,2,2023,4.0,,Center for Open Science,"<p>Testing for Granger causality relies on estimating the capacity of dynamics in one time series to forecast dynamics in another. The canonical test for such temporal predictive causality is based on fitting multivariate time series models and is cast in the classical null hypothesis testing framework. In this framework, we are limited to rejecting the null hypothesis or failing to reject the null -- we can never validly accept the null hypothesis of no Granger causality. This is poorly suited for many common purposes, including evidence integration, feature selection, and other cases where it is useful to express evidence against, rather than for, the existence of an association. Here we derive and implement the Bayes factor for Granger causality in a multilevel modeling framework. This Bayes factor summarizes information in the data in terms of a continuously scaled evidence ratio between the presence of Granger causality and its absence. We also introduce this procedure for the multilevel generalization of Granger causality testing.  This facilitates inference when information is scarce or noisy or if we are interested primarily in population-level trends. We illustrate our approach with an application on exploring causal relationships in affect using a daily life study.</p>",,posted-content,https://doi.org/10.31234/osf.io/z9ne7,CrossRef,2,causal:granger causality
10.2139/ssrn.4649072,Wavelet-Based Granger Causality: A Novel Approach,Anandarao Suvvari; Anoop  S. Kumar,2,2023,11.0,,Elsevier BV,,,posted-content,https://doi.org/10.2139/ssrn.4649072,CrossRef,2,causal:granger causality
10.3390/su151310742,"Sustainability, Natural Gas Consumption, and Environmental Pollution in the Period of Industry 4.0 in Turkey: MS-Granger Causality and Fourier Granger Causality Analysis",Melike Bildirici; Sema Genç; Salih Boztuna,3,2023,7.0,Sustainability,MDPI AG,"<jats:p>The effects of environmental pollution and Industry 4.0 on a sustainable environment are the main topic of this study, which may be regarded as a complement to the literature on energy and the environment. The paper aims to investigate the relation between Industry 4.0 (I4.0) and environmental sustainability, which is very important for policymakers, practitioners, and company executives in the period of Industry 4.0 in Turkey. To this end, natural gas consumption and technology patents as control variables of Industry 4.0, in addition to the variables of environmental pollution and economic growth, were selected during the period of 1988 to 2022 using Markov switching VAR (MS-VAR), Markov switching Granger causality (MS-GC), Fourier VAR (FVAR), and Granger causality (FGC) techniques. The reason for covering the period starting in 1988 is its recognition as the beginning of the Industry 4.0 era with AutoIDLab in 1988. According to the causality results, there was unidirectional causality running from technology patents to environmental pollution in the results of both MS-GC and FGC. However, the directions of causality between natural gas consumption and environmental pollution, and between economic growth and environmental pollution differed between regimes in the MS-GC model. Bidirectional causality was determined between economic growth and environmental pollution in the first MS-GC regime. However, in the second regime, unidirectional causality from economic growth to environmental pollution was determined. The causality direction determined by Fourier causality gave the same result with the second regime. A similar finding was observed in the direction of causality between natural gas consumption and CO2 emissions. While MS-GC determined unidirectional causality from natural gas consumption to environmental pollution in the first regime, a bidirectional causality result between GC and environmental pollution was determined in the second regime. The FGC result was similar to the second regime result. And lastly, the MS-GC and FGC methods determined unidirectional causality from Industry 4.0 to environmental pollution.</jats:p>",,journal-article,https://doi.org/10.3390/su151310742,CrossRef,2,causal:granger causality
10.2139/ssrn.4480696,Machine Learning and Prediction Errors in Causal Inference,Gad Allon; Daniel Chen; Zhenling Jiang; Dennis Zhang,4,2023,,SSRN Electronic Journal,Elsevier BV,,,journal-article,https://doi.org/10.2139/ssrn.4480696,CrossRef,2,causal:causal inference
10.2139/ssrn.4558734,Crash Risk Prediction Using Sparse Collision Data: Causal Inference and Graph Convolutional Networks Approaches,Junjie Hu; Jun Bai; Jiayu Yang; Jaeyoung Lee,4,2023,9.0,,Elsevier BV,,,posted-content,https://doi.org/10.2139/ssrn.4558734,CrossRef,2,causal:causal inference
10.2139/ssrn.4360543,Towards Interpretable Stock Trend Prediction Through Causal Inference,Yiqi Deng; Yuzhi Liang; S.M. Yiu,3,2023,2.0,,Elsevier BV,,,posted-content,https://doi.org/10.2139/ssrn.4360543,CrossRef,2,causal:causal inference
10.52202/075280-0243,Neural Frailty Machine: Beyond proportional hazard assumption in neural survival regressions,Tengfei Liu; Jiawei Qiao; Weiqiang Wang; Mingzhe Wu; Ruofan Wu; Wen Yu; Tianyi Zhang; Ming Zheng,8,2023,,Advances in Neural Information Processing Systems 36,"Neural Information Processing Systems Foundation, Inc. (NeurIPS)",,,proceedings-article,https://doi.org/10.52202/075280-0243,CrossRef,2,survival:neural survival
10.32388/c2nc4q,"Review of: ""Big Data, Granger Causality Analysis, and the Undecidability Property of Neuroimaging""",Nitin Williams,1,2022,7.0,,Qeios Ltd,,,peer-review,https://doi.org/10.32388/c2nc4q,CrossRef,2,causal:granger causality
10.1016/j.cgh.2022.01.042,Misuse of Cox Proportional Hazards Regression in Comparing ESD and EMR Outcomes: Hazard Rates Must Be Proportional,Joel H. Rubenstein; Grigorios I. Leontiadis,2,2022,12.0,Clinical Gastroenterology and Hepatology,Elsevier BV,,,journal-article,https://doi.org/10.1016/j.cgh.2022.01.042,CrossRef,2,survival:cox proportional hazard
,Human Trajectory Prediction via Counterfactual Analysis,Guangyi Chen; Junlong Li; Jiwen Lu; Jie Zhou,4,2021,7,arXiv,arXiv,"Forecasting human trajectories in complex dynamic environments plays a critical role in autonomous vehicles and intelligent robots. Most existing methods learn to predict future trajectories by behavior clues from history trajectories and interaction clues from environments. However, the inherent bias between training and deployment environments is ignored. Hence, we propose a counterfactual analysis method for human trajectory prediction to investigate the causality between the predicted trajectories and input clues and alleviate the negative effects brought by environment bias. We first build a causal graph for trajectory forecasting with history trajectory, future trajectory, and the environment interactions. Then, we cut off the inference from environment to trajectory by constructing the counterfactual intervention on the trajectory itself. Finally, we compare the factual and counterfactual trajectory clues to alleviate the effects of environment bias and highlight the trajectory clues. Our counterfactual analysis is a plug-and-play module that can be applied to any baseline prediction methods including RNN- and CNN-based ones. We show that our method achieves consistent improvement for different baselines and obtains the state-of-the-art results on public pedestrian trajectory forecasting benchmarks.",cs.CV,preprint,http://arxiv.org/abs/2107.14202v1,arXiv,2,causal:counterfactual
10.1201/9780429054167-2,Classical Survival Analysis,Catherine Legrand,1,2021,3.0,Advanced Survival Models,Chapman and Hall/CRC,,,book-chapter,https://doi.org/10.1201/9780429054167-2,CrossRef,2,survival:survival analysis
10.1145/3473258.3473277,resnetCox: A Residual Neural Network Method for High-throughput Survival Analysis,Weina Zhang; Yilun Zhang; Xianglin Huang,3,2021,5.0,2021 13th International Conference on Bioinformatics and Biomedical Technology,ACM,,,proceedings-article,https://doi.org/10.1145/3473258.3473277,CrossRef,2,survival:survival analysis
10.1111/ner.13173,Risk Factors and Survival Analysis of Spinal Cord Stimulator Explantation,Mark C. Dougherty; Royce W. Woodroffe; Saul Wilson; George T. Gillies; Matthew A. Howard III; Ryan M. Carnahan,6,2021,1.0,Neuromodulation: Technology at the Neural Interface,Elsevier BV,,,journal-article,https://doi.org/10.1111/ner.13173,CrossRef,2,survival:survival analysis
10.1201/9781003255499,Survival Analysis with Python,Avishek Nag,1,2021,11.0,,Auerbach Publications,,,monograph,https://doi.org/10.1201/9781003255499,CrossRef,2,survival:survival analysis
10.1007/978-3-030-86340-1_15,DPWTE: A Deep Learning Approach to Survival Analysis Using a Parsimonious Mixture of Weibull Distributions,Achraf Bennis; Sandrine Mouysset; Mathieu Serrurier,3,2021,,Lecture Notes in Computer Science,Springer International Publishing,,,book-chapter,https://doi.org/10.1007/978-3-030-86340-1_15,CrossRef,2,survival:survival analysis
10.5220/0010382307160723,A Survey of Survival Analysis Techniques,George Marinos; Dimosthenis Kyriazis,2,2021,,Proceedings of the 14th International Joint Conference on Biomedical Engineering Systems and Technologies,SCITEPRESS - Science and Technology Publications,,,proceedings-article,https://doi.org/10.5220/0010382307160723,CrossRef,2,survival:survival analysis
10.1016/j.ygcen.2020.113635,On the relationship between baseline corticosterone levels and annual survival of the thorn-tailed rayadito.,Verónica Quirici; Esteban Botero-Delgadillo; Paulina L González-Gómez; Pamela Espíndola-Hernández; Brayan Zambrano; Elfego Cuevas; John C Wingfield; Rodrigo A Vásquez,8,2021,Jan,General and comparative endocrinology,PubMed,"Baseline concentrations of glucocorticoids (i.e., cortisol and/or corticosterone) can moderately increase with the degree of energy demands that an individual faces. This could be a mechanism based on which glucocorticods (GCs) can mediate life history trade-offs, and therefore fitness. The 'cort-fitness hypothesis' predicts a negative relationship between GCs and fitness, meanwhile the 'cort-adaptation hypothesis' predicts the opposite pattern. Field studies on the relation between baseline GCs and survival rate have shown mixed results, supporting both positive and negative effect. These ambiguous results could be partially consequence of the short time frame in that most of the studies are carried on. In this study, we tested the predictions of the 'cort-fitness hypothesis' and 'cort-adaptation hypothesis' by using long-term data (eight-year of capture-mark-recapture) of Thorn-tailed Rayadito (Aphrastura spinicauda) in two populations at different latitudes. We assessed whether survival varied as a function of Cort levels and whether it varied in a linear (positive: 'cort-adaptation hypothesis' or negative: 'cort-fitness hypothesis') or curvilinear way. The two populations in our study had different baseline Cort levels, then we evaluated whether the association between baseline Cort and survival probability varied between them. In the high latitude population (i.e., lower baseline Cort levels), we observed a marginally quadratic relationship that is consistent with the cort-fitness hypothesis. In contrast, in the low altitude population we did not find this relation. Our findings suggests that the association between baseline Cort and survival probability is context-dependent, and highlights the importance of comparing different populations and the use of long-term data.","Adaptation, Physiological; Animals; Corticosterone; Glucocorticoids; Models, Biological; Passeriformes; Survival Analysis",journal-article,https://pubmed.ncbi.nlm.nih.gov/33017587,PubMed,2,survival:survival analysis
10.1016/j.ypmed.2021.106565,Self-reported sickness absence and presenteeism as predictors of future disability pension: Cohort study with 11-year register follow-up.,Rubén López-Bueno; Thomas Clausen; Joaquín Calatayud; Rúni Bláfoss; Jonas Vinstrup; Lars Louis Andersen,6,2021,Jul,Preventive medicine,PubMed,"Many healthcare workers in eldercare are pushed out of the labor market before the official retirement age due to poor health. Identification of early warnings signs is important to avoid complete loss of work ability. The aim of this study was to investigate to what degree sickness absence and presenteeism increase future risk for disability pension among eldercare workers. A total of 8952 Danish female eldercare workers responded to a survey about work environment and health. They were followed for 11 years in the Danish Register for Evaluation of Marginalization, with time-to-event analyses estimating the hazard ratios (HRs) for disability pension from sickness absence and presenteeism at baseline. Analyses were adjusted for age, education, body mass index, leisure-time physical activity, smoking, physical exertion at work, and psychosocial factors related to the work environment. During the 11-year follow-up, 11.9% participants received disability pension. For the whole cohort, the highest risk for disability pension was observed for the category of >30 days of combined sickness absence and presenteeism at baseline in the fully adjusted model (HR = 7.93 [95%CI 5.20-12.09]). Eldercare workers aged >45 years were at a higher risk for disability pension in all included categories. Sickness absence and presenteeism increased the risk of disability pension among female eldercare workers. These results suggest that organizations would benefit from identifying early warning signs among workers in the prevention of involuntary early retirement.",Cohort Studies; Persons with Disabilities; Female; Follow-Up Studies; Humans; Pensions; Presenteeism; Prospective Studies; Risk Factors; Self Report; Sick Leave,journal-article,https://pubmed.ncbi.nlm.nih.gov/33878348,PubMed,2,survival:time-to-event
10.1007/s00420-020-01566-x,Working conditions as risk factors for early exit from work-in a cohort of 2351 employees in Germany.,Angelo d'Errico; Hermann Burr; Dagmar Pattloch; Norbert Kersten; Uwe Rose,5,2021,Jan,International archives of occupational and environmental health,PubMed,"We would assess the possible impact of a range of physical and psychosocial working conditions on early exit from paid employment (i.e., before retirement age) in a representative employee population in Germany. We analysed a cohort from the German Study on Mental Health at Work (S-MGA) with a baseline of 2351 employees in 2011/12, sampled randomly from the register of integrated employment biographies (IEB) at the Institute for Employment Research (IAB). Follow-up ended mid-2015. Early Exit comprised episodes of either pensioning, long-term sickness absence or unemployment ≥ 18 months. Total follow-up years were 8.422. Working conditions were partly assessed by the Copenhagen Psychosocial Questionnaire (COPSOQ). Through Cox regressions, associations of baseline working conditions with time to event of exit were estimated-adjusting for baseline age, gender, poverty, fixed-term contract and socioeconomic position. In multiple regressions, awkward body postures (HR = 1.24; 95% CI = 1.07-1.44), heavy lifting (1.17; 1.00-1.37) and high work pace (1.41; 1.16-1.72) were associated with exit. The estimated attributable fraction of exit for being exposed to less than optimal work environment was 25%. Regarding specific exit routes, repetitive movements (1.25; 1.03-1.53) increased the risk for the long-term sickness absence; work pace (1.86; 1.22-2.86) and role clarity (0.55; 0.31-1.00) were associated to unemployment; and control over working time (0.72; 0.56-0.95) decreased the risk of the early retirement. Work environment seems to be important for subsequent early exit from work. Physical and psychosocial demands seem to be associated to exit to a stronger extent than resources at work.",Adult; Cohort Studies; Female; Germany; Humans; Lifting; Male; Middle Aged; Posture; Professional Autonomy; Retirement; Risk Factors; Sick Leave; Unemployment; Workload; Workplace,journal-article,https://pubmed.ncbi.nlm.nih.gov/32929527,PubMed,2,survival:cox regression
10.1186/s12891-021-04655-1,Musculoskeletal pain intensity in different body regions and risk of disability pension among female eldercare workers: prospective cohort study with 11-year register follow-up.,Rúni Bláfoss; Jonas Vinstrup; Sebastian Venge Skovlund; Rubén López-Bueno; Joaquin Calatayud; Thomas Clausen; Lars Louis Andersen,7,2021,Sep,BMC musculoskeletal disorders,PubMed,"Musculoskeletal pain is a risk factor for leaving the labour market temporarily and permanently. While the presence of multi-site pain increases the risk of disability pension, we lack detailed knowledge about pain intensity as a risk factor. This study investigated the association between musculoskeletal pain intensity in different body regions and risk of future disability pension among eldercare workers. Eight thousand seven hundred thirty-one female eldercare workers replied to a questionnaire on work and health in 2005 and were followed for 11 years in the Danish Register for Evaluation of Marginalization. Time-to-event analyses estimated hazard ratios (HR) for disability pension from pain intensities (0-9 numeric rating scale (NRS)) in the low-back, neck/shoulders, and knees during the previous 3 months. Analyses were mutually adjusted for pain regions, age, education, lifestyle, psychosocial work factors, and physical exertion at work. During 11-year follow-up, 1035 (11.9%) of the eldercare workers received disability pension. For all body regions among all eldercare workers, dose-response associations were observed between higher pain intensity and risk of disability pension (p < 0.001). The risk for disability pension was increased when reporting ""very high"" pain levels (≥7 points on the 0-9 NRS) in the low-back (HR 2.19, 95% CI 1.70-2.82), neck/shoulders (HR 2.34, 95% CI 1.88-2.92), and knees (HR 1.89, 95% CI 1.44-2.47). Population attributable risks (PAR) were 15.5, 23.2, and 9.6% for pain > 2 on NRS in the low-back, neck/shoulders, and knees, respectively, indicating that 15.5, 23.2, and 9.6% fewer eldercare workers would likely receive disability pension if the pain intensity was reduced to 2 or less. For workers ≤45 years and > 45 years, PAR was highest for neck/shoulder pain (27.6%) and low-back pain (18.8%), respectively. The present study found positive dose-response associations between pain intensity in the low-back, neck/shoulders, and knees, and risk of disability pension during 11-year follow-up. Moderate to very high levels of musculoskeletal pain in eldercare workers should, therefore, be considered an early warning sign of involuntary premature exit from the labour market. These findings underscore the importance of preventing, managing, and reducing musculoskeletal pain to ensure a long and healthy working life.",Persons with Disabilities; Female; Follow-Up Studies; Humans; Musculoskeletal Pain; Pensions; Prospective Studies; Risk Factors,journal-article,https://pubmed.ncbi.nlm.nih.gov/34507585,PubMed,2,survival:time-to-event
,"Machine Learning for Financial Forecasting, Planning and Analysis: Recent Developments and Pitfalls",Helmut Wasserbacher; Martin Spindler,2,2021,7,arXiv,arXiv,"This article is an introduction to machine learning for financial forecasting, planning and analysis (FP\&A). Machine learning appears well suited to support FP\&A with the highly automated extraction of information from large amounts of data. However, because most traditional machine learning techniques focus on forecasting (prediction), we discuss the particular care that must be taken to avoid the pitfalls of using them for planning and resource allocation (causal inference). While the naive application of machine learning usually fails in this context, the recently developed double machine learning framework can address causal questions of interest. We review the current literature on machine learning in FP\&A and illustrate in a simulation study how machine learning can be used for both forecasting and planning. We also investigate how forecasting and planning improve as the number of data points increases.",econ.EM; cs.AI,preprint,http://arxiv.org/abs/2107.04851v1,arXiv,2,causal:causal inference
10.6339/21-jds1018,BDNNSurv: Bayesian Deep Neural Networks for Survival Analysis Using Pseudo Values,Dai Feng; Lili Zhao,2,2021,,Journal of Data Science,"School of Statistics, Renmin University of China",,,journal-article,https://doi.org/10.6339/21-jds1018,CrossRef,2,survival:survival analysis
10.1007/978-3-030-36529-5_2,Modeling for Energy Demand Forecasting,Wei-Chiang Hong,1,2020,,Hybrid Intelligent Technologies in Energy Demand Forecasting,Springer International Publishing,,,book-chapter,https://doi.org/10.1007/978-3-030-36529-5_2,CrossRef,2,forecasting:demand forecast
10.3390/en13102498,Short-Term Electricity Demand Forecasting: Impact Analysis of Temperature for Thailand,Kamal Chapagain; Somsak Kittipiyakul; Pisut Kulthanavit,3,2020,5.0,Energies,MDPI AG,"<jats:p>Accurate electricity demand forecasting for a short horizon is very important for day-to-day control, scheduling, operation, planning, and stability of the power system. The main factors that affect the forecasting accuracy are deterministic variables and weather variables such as types of days and temperature. Due to the tropical climate of Thailand, the marginal impact of weather variables on electricity demand is worth analyzing. Therefore, this paper primarily focuses on the impact of temperature and other deterministic variables on Thai electricity demand. Accuracy improvement is also considered during model design. Based on the characteristics of demand, the overall dataset is divided into four different subgroups and models are developed for each subgroup. The regression models are estimated using Ordinary Least Square (OLS) methods for uncorrelated errors, and General Least Square (GLS) methods for correlated errors, respectively. While Feed Forward Artificial Neural Network (FF-ANN) as a simple Deep Neural Network (DNN) is estimated to compare the accuracy with regression methods, several experiments conducted for determination of training length, selection of variables, and the number of neurons show some major findings. The first finding is that regression methods can have better forecasting accuracy than FF-ANN for Thailand’s dataset. Unlike much existing literature, the temperature effect on Thai electricity demand is very interesting because of their linear relationship. The marginal impacts of temperature on electricity demand are also maximal at night hours. The maximum impact of temperature during night hours happens at 11 p.m., is 300 MW/     °    C, about     4 %     rise in demand while during day hours, the temperature impact is only 10 MW/     °    C to 200 MW/     °    C about     1.4 %     to     2.6 %     rise.</jats:p>",,journal-article,https://doi.org/10.3390/en13102498,CrossRef,2,forecasting:demand forecast
10.21136/am.2020.0344-19,"Behaviour of higher-order approximations of the tests in the single parameter
 
Cox proportional hazards model",Aneta Andrášiková; Eva Fišerová,2,2020,6.0,Applications of Mathematics,"Institute of Mathematics, Czech Academy of Sciences",,,journal-article,https://doi.org/10.21136/am.2020.0344-19,CrossRef,2,survival:cox proportional hazard
10.1090/tpms/1107,Hypothesis testing in the Cox proportional hazards model with measurement errors,O. O. Chernova,1,2020,8.0,Theory of Probability and Mathematical Statistics,American Mathematical Society (AMS),,,journal-article,https://doi.org/10.1090/tpms/1107,CrossRef,2,survival:cox proportional hazard
10.4135/9781529630558.n1,The Importance of Customer Lifetime Value in Business Analytics,,0,2020,,Concept of Customer Lifetime Value,Starttech Educational Services LLP,,,book-chapter,https://doi.org/10.4135/9781529630558.n1,CrossRef,2,forecasting:customer lifetime
10.4135/9781529630558.n2,Discount Rate and Retention Rate as Components of Customer Lifetime Value,,0,2020,,Concept of Customer Lifetime Value,Starttech Educational Services LLP,,,book-chapter,https://doi.org/10.4135/9781529630558.n2,CrossRef,2,forecasting:customer lifetime
10.4135/9781529630565.n2,Pizza Sales and Customer Lifetime Value Model to Acquire New Customers,,0,2020,,Excel - Calculating Customer Lifetime Value,Starttech Educational Services LLP,,,book-chapter,https://doi.org/10.4135/9781529630565.n2,CrossRef,2,forecasting:customer lifetime
10.4135/9781529630565.n1,How to Set Up Data in MS Excel to Calculate Customer Lifetime Value,,0,2020,,Excel - Calculating Customer Lifetime Value,Starttech Educational Services LLP,,,book-chapter,https://doi.org/10.4135/9781529630565.n1,CrossRef,2,forecasting:customer lifetime
10.4135/9781529630558.n3,Using the Discount Rate and the Retention Rate to Determine the Customer Lifetime Value,,0,2020,,Concept of Customer Lifetime Value,Starttech Educational Services LLP,,,book-chapter,https://doi.org/10.4135/9781529630558.n3,CrossRef,2,forecasting:customer lifetime
10.4135/9781529630558,Concept of Customer Lifetime Value,,0,2020,,,Starttech Educational Services LLP,,,book,https://doi.org/10.4135/9781529630558,CrossRef,2,forecasting:customer lifetime
10.1201/9781003255499-2,General Theory of Survival Analysis,Avishek Nag,1,2021,11.0,Survival Analysis with Python,Auerbach Publications,,,book-chapter,https://doi.org/10.1201/9781003255499-2,CrossRef,2,survival:survival analysis
10.1101/2021.10.05.463175,"DetecDiv, a generalist deep-learning platform for automated cell division tracking and survival analysis",Théo Aspert; Didier Hentsch; Gilles Charvin,3,2021,10.0,,openRxiv,"<jats:title>Abstract</jats:title>
                <jats:p>Automating the extraction of meaningful temporal information from sequences of microscopy images represents a major challenge to characterize dynamical biological processes. So far, strong limitations in the ability to quantitatively analyze single-cell trajectories have prevented large-scale investigations to assess the dynamics of entry into replicative senescence in yeast. Here, we have developed DetecDiv, a microfluidic-based image acquisition platform combined with deep learning-based software for high-throughput single-cell division tracking. We show that DetecDiv can automatically reconstruct cellular replicative lifespans with high accuracy and performs similarly with various imaging platforms and geometries of microfluidic traps. In addition, this methodology provides comprehensive temporal cellular metrics using time-series classification and image semantic segmentation. Last, we show that this method can be further applied to automatically quantify the dynamics of cellular adaptation and the real-time cell survival upon exposure to environmental stress. Hence, this methodology provides an all-in-one toolbox for high-throughput phenotyping for cell cycle, stress response, and replicative lifespan assays.</jats:p>",,posted-content,https://doi.org/10.1101/2021.10.05.463175,CrossRef,2,survival:survival analysis
10.21275/sr22607102855,Advanced Approaches to Estimating and Utilizing Customer Lifetime Value in Business Strategy,Ankit Bansal,1,2022,6.0,International Journal of Science and Research (IJSR),International Journal of Science and Research,,,journal-article,https://doi.org/10.21275/sr22607102855,CrossRef,2,forecasting:customer lifetime
10.21275/sr211101104435,Financial Development and Economic Growth in Kenya: Granger Causality Approach,Kiprop J Mercy,1,2021,11.0,International Journal of Science and Research (IJSR),International Journal of Science and Research,,,journal-article,https://doi.org/10.21275/sr211101104435,CrossRef,2,causal:granger causality
10.1016/j.intfin.2021.101455,Corporate failure prediction: An evaluation of deep learning vs discrete hazard models,Nurul Alam; Junbin Gao; Stewart Jones,3,2021,11.0,"Journal of International Financial Markets, Institutions and Money",Elsevier BV,,,journal-article,https://doi.org/10.1016/j.intfin.2021.101455,CrossRef,2,survival:hazard model
10.17933/bpostel.2021.190103,Customer Churn Analysis: Analyzing Customer Churn Determinants on an ISP Company in Indonesia,"Nisrina Salma; Atik Aprianingsih, Ph.D",2,2021,9.0,Buletin Pos dan Telekomunikasi,Badan Penelitian dan Pengembangan Sumber Daya Manusia Kementerian Komunikasi dan Informatika,"<jats:p>The growth of Internet Service Providers (ISP) in Indonesia, has led Indonesia to be one of the world’s fastest-growing telecommunications market. This condition derives a number of internet service providers pushing the Indonesian market massively one of them is HELOSEL (pseudonym). With this condition, ISP can suffer from a loss of valuable customers to competitors due to many attractive offers from the competitions or known as customer churn. Customer churn is one of the most pressing challenges in today's fast-paced and challenging telecom industry. The trend of customer churning in HELOSEL is increasing from month to month during the year of 2020 with the average churn rate of each month is 6,48%. To retain the HELOSEL customers’, company needs to know what kind of factors that could possibly affect the customer from churning. Hence, knowing the customer churn determinants in HELOSEL is essential for to prevent customer churn.</jats:p>",,journal-article,https://doi.org/10.17933/bpostel.2021.190103,CrossRef,2,forecasting:customer churn
10.20944/preprints202106.0063.v1,Customer Churn - Prevention Model,Julian Eduardo Grijalba Facundo,1,2021,6.0,,MDPI AG,"<jats:p>The strategy of any organization is based on the growth of its customer base, and one of its principles is that selling a product to an existing customer is much more profitable than acquiring a new customer. However, this approach has several opportunities for improvement, since it usually has a totally reactive approach, which does not give opportunity to the areas specialized in customer experience and recovery, to give an effective response for that moment, since the customer is gone at the time of the intervention. This happens because usually a diagnostic analysis of customers who have stopped buying products or services in a defined period, commonly three (3) periods or months, is performed. This thesis work challenges the way to face this problem, and proposes the development of a complete solution, which does not focus exclusively on the prediction of churn, as is usually done in the state of the art research, but to intervene in different interactions that can be carried out with customers. The above focused not only to prevent customer churn, but to generate an added value of continuous improvement in sales processes, increase customer penetration, leading to an improvement in customer experience and consequently, an increase in customer loyalty.</jats:p>",,posted-content,https://doi.org/10.20944/preprints202106.0063.v1,CrossRef,2,forecasting:customer churn
10.47059/revistageintec.v11i4.2218,Simulations of Supply and Demand Forecasting in A Market Economy,Irina Anatolievna Kiseleva,1,2021,7.0,Revista Gestão Inovação e Tecnologias,Centivens Institute of Innovative Research,,,journal-article,https://doi.org/10.47059/revistageintec.v11i4.2218,CrossRef,2,forecasting:demand forecast
